genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG618	PUL10	MAG618_00886	gnl|HZI|MAG618_36	18320	18688	+	27	MAG618_00886			
MAG618	PUL10	MAG618_00887	gnl|HZI|MAG618_36	19172	22306	+	484	MAG618_00887	susC		
MAG618	PUL10	MAG618_00888	gnl|HZI|MAG618_36	22352	23989	+	46	MAG618_00888	susD		
MAG618	PUL11	MAG618_00922	gnl|HZI|MAG618_39	5621	7909	-	-18368	MAG618_00922		GH3	
MAG618	PUL11	MAG618_00923	gnl|HZI|MAG618_39	7918	9303	-	9	MAG618_00923		GH144	
MAG618	PUL11	MAG618_00924	gnl|HZI|MAG618_39	9368	10222	-	65	MAG618_00924			
MAG618	PUL11	MAG618_00925	gnl|HZI|MAG618_39	10391	11857	-	169	MAG618_00925	susD		
MAG618	PUL11	MAG618_00926	gnl|HZI|MAG618_39	11887	14910	-	30	MAG618_00926	susC		
MAG618	PUL12	MAG618_00146	gnl|HZI|MAG618_4	30066	31553	-	15156	MAG618_00146		GH30	
MAG618	PUL12	MAG618_00147	gnl|HZI|MAG618_4	31669	33195	-	116	MAG618_00147	susD		
MAG618	PUL12	MAG618_00148	gnl|HZI|MAG618_4	33228	36239	-	33	MAG618_00148	susC		
MAG618	PUL13	MAG618_01165	gnl|HZI|MAG618_53	3603	5078	-	-32636	MAG618_01165	susD		
MAG618	PUL13	MAG618_01166	gnl|HZI|MAG618_53	5181	8336	-	103	MAG618_01166	susC		
MAG618	PUL14	MAG618_01285	gnl|HZI|MAG618_62	33	1592	+	-8303	MAG618_01285	susC		
MAG618	PUL14	MAG618_01286	gnl|HZI|MAG618_62	1672	3066	+	80	MAG618_01286	susD		
MAG618	PUL15	MAG618_00216	gnl|HZI|MAG618_7	561	2819	-	-2505	MAG618_00216		GH92	
MAG618	PUL15	MAG618_00217	gnl|HZI|MAG618_7	3213	4403	+	394	MAG618_00217		GH130	
MAG618	PUL15	MAG618_00218	gnl|HZI|MAG618_7	4845	8537	+	442	MAG618_00218			
MAG618	PUL15	MAG618_00219	gnl|HZI|MAG618_7	8931	12119	+	394	MAG618_00219	susC		
MAG618	PUL15	MAG618_00220	gnl|HZI|MAG618_7	12150	14234	+	31	MAG618_00220	susD		
MAG618	PUL15	MAG618_00221	gnl|HZI|MAG618_7	14360	17572	+	126	MAG618_00221			
MAG618	PUL15	MAG618_00222	gnl|HZI|MAG618_7	17790	23291	+	218	MAG618_00222		GH38	
MAG618	PUL15	MAG618_00223	gnl|HZI|MAG618_7	23769	27605	+	478	MAG618_00223		GH76;CBM6	
MAG618	PUL16	MAG618_01430	gnl|HZI|MAG618_73	5647	7734	-	-21958	MAG618_01430	susD		
MAG618	PUL16	MAG618_01431	gnl|HZI|MAG618_73	7769	10903	-	35	MAG618_01431	susC		
MAG618	PUL17	MAG618_01434	gnl|HZI|MAG618_74	265	1419	-	-10638	MAG618_01434		GH76	
MAG618	PUL17	MAG618_01435	gnl|HZI|MAG618_74	1668	2297	+	249	MAG618_01435			
MAG618	PUL17	MAG618_01436	gnl|HZI|MAG618_74	2363	3391	+	66	MAG618_01436			
MAG618	PUL17	MAG618_01437	gnl|HZI|MAG618_74	3399	6761	+	8	MAG618_01437	susC		
MAG618	PUL17	MAG618_01438	gnl|HZI|MAG618_74	6792	8432	+	31	MAG618_01438	susD		
MAG618	PUL18	MAG618_01484	gnl|HZI|MAG618_78	2194	5349	+	-6238	MAG618_01484	susC		
MAG618	PUL18	MAG618_01485	gnl|HZI|MAG618_78	5373	7037	+	24	MAG618_01485	susD		
MAG618	PUL19	MAG618_01497	gnl|HZI|MAG618_79	8814	12140	+	1777	MAG618_01497	susC		
MAG618	PUL19	MAG618_01498	gnl|HZI|MAG618_79	12161	13711	+	21	MAG618_01498	susD		
MAG618	PUL20	MAG618_01519	gnl|HZI|MAG618_82	88	3741	-	-13623	MAG618_01519		GH2	
MAG618	PUL20	MAG618_01520	gnl|HZI|MAG618_82	3959	4132	-	218	MAG618_01520			
MAG618	PUL20	MAG618_01521	gnl|HZI|MAG618_82	4183	5703	-	51	MAG618_01521			
MAG618	PUL20	MAG618_01522	gnl|HZI|MAG618_82	6017	7606	-	314	MAG618_01522		GH32	
MAG618	PUL20	MAG618_01523	gnl|HZI|MAG618_82	7620	9023	-	14	MAG618_01523			
MAG618	PUL20	MAG618_01524	gnl|HZI|MAG618_82	9107	10858	-	84	MAG618_01524	susD		
MAG618	PUL20	MAG618_01525	gnl|HZI|MAG618_82	11071	13869	-	213	MAG618_01525	susC		
MAG618	PUL21	MAG618_01693	gnl|HZI|MAG618_99	5215	8445	+	-8654	MAG618_01693	susC		
MAG618	PUL21	MAG618_01694	gnl|HZI|MAG618_99	8561	10246	+	116	MAG618_01694	susD		
