genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG615	PUL10	MAG615_00836	gnl|HZI|MAG615_23	19784	21283	+	50	MAG615_00836	susD		
MAG615	PUL11	MAG615_01018	gnl|HZI|MAG615_32	2571	4319	-	-18712	MAG615_01018		GH13_36	
MAG615	PUL11	MAG615_01019	gnl|HZI|MAG615_32	4387	6114	-	68	MAG615_01019	susD		
MAG615	PUL11	MAG615_01020	gnl|HZI|MAG615_32	6135	9122	-	21	MAG615_01020	susC		
MAG615	PUL12	MAG615_01292	gnl|HZI|MAG615_47	13380	16379	+	4258	MAG615_01292	susC		
MAG615	PUL12	MAG615_01293	gnl|HZI|MAG615_47	16414	18021	+	35	MAG615_01293	susD		
MAG615	PUL13	MAG615_01297	gnl|HZI|MAG615_48	5795	8926	+	-12226	MAG615_01297	susC		
MAG615	PUL13	MAG615_01298	gnl|HZI|MAG615_48	8956	10716	+	30	MAG615_01298	susD		
MAG615	PUL13	MAG615_01299	gnl|HZI|MAG615_48	10882	12600	+	166	MAG615_01299		GH32	
MAG615	PUL13	MAG615_01300	gnl|HZI|MAG615_48	12769	13998	+	169	MAG615_01300			
MAG615	PUL13	MAG615_01301	gnl|HZI|MAG615_48	14020	14895	+	22	MAG615_01301			
MAG615	PUL13	MAG615_01302	gnl|HZI|MAG615_48	14998	15966	-	103	MAG615_01302			
MAG615	PUL13	MAG615_01303	gnl|HZI|MAG615_48	16146	17423	+	180	MAG615_01303		GH33	
MAG615	PUL14	MAG615_01366	gnl|HZI|MAG615_53	10306	11880	-	-7117	MAG615_01366	susD		
MAG615	PUL14	MAG615_01367	gnl|HZI|MAG615_53	11916	15047	-	36	MAG615_01367	susC		
MAG615	PUL15	MAG615_01495	gnl|HZI|MAG615_62	7137	8552	-	-7910	MAG615_01495	susD		
MAG615	PUL15	MAG615_01496	gnl|HZI|MAG615_62	8654	12034	-	102	MAG615_01496	susC		
MAG615	PUL16	MAG615_01631	gnl|HZI|MAG615_75	3058	5034	-	-8976	MAG615_01631	susD		
MAG615	PUL16	MAG615_01632	gnl|HZI|MAG615_75	5045	8221	-	11	MAG615_01632	susC		
MAG615	PUL17	MAG615_01692	gnl|HZI|MAG615_82	2362	4911	-	-5859	MAG615_01692		GH2	
MAG615	PUL17	MAG615_01693	gnl|HZI|MAG615_82	4959	5765	-	48	MAG615_01693			
MAG615	PUL17	MAG615_01694	gnl|HZI|MAG615_82	5806	6630	-	41	MAG615_01694			
MAG615	PUL17	MAG615_01695	gnl|HZI|MAG615_82	6655	8337	-	25	MAG615_01695	susD		
MAG615	PUL17	MAG615_01696	gnl|HZI|MAG615_82	8403	11546	-	66	MAG615_01696	susC		
MAG615	PUL18	MAG615_01729	gnl|HZI|MAG615_86	6059	7540	-	-5487	MAG615_01729	susD		
MAG615	PUL18	MAG615_01730	gnl|HZI|MAG615_86	7595	10645	-	55	MAG615_01730	susC		
MAG615	PUL19	MAG615_01751	gnl|HZI|MAG615_89	260	2536	-	-10385	MAG615_01751		GH3	
MAG615	PUL19	MAG615_01752	gnl|HZI|MAG615_89	2790	3890	-	254	MAG615_01752		GH16	
MAG615	PUL19	MAG615_01753	gnl|HZI|MAG615_89	3972	5372	-	82	MAG615_01753			
MAG615	PUL19	MAG615_01754	gnl|HZI|MAG615_89	5413	6963	-	41	MAG615_01754	susD		
MAG615	PUL19	MAG615_01755	gnl|HZI|MAG615_89	6997	10224	-	34	MAG615_01755	susC		
MAG615	PUL20	MAG615_00440	gnl|HZI|MAG615_9	29781	31415	-	19557	MAG615_00440	susD		
MAG615	PUL20	MAG615_00441	gnl|HZI|MAG615_9	31425	34742	-	10	MAG615_00441	susC		
MAG615	PUL21	MAG615_01788	gnl|HZI|MAG615_94	2399	5719	+	-32343	MAG615_01788	susC		
MAG615	PUL21	MAG615_01789	gnl|HZI|MAG615_94	5774	7321	+	55	MAG615_01789	susD		
