genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG609	PUL6	MAG609_01302	gnl|HZI|MAG609_23	40838	41881	+	32	MAG609_01302		GH43_5	
MAG609	PUL7	MAG609_01316	gnl|HZI|MAG609_24	9887	12247	+	-31994	MAG609_01316		PL1;CBM77	
MAG609	PUL7	MAG609_01317	gnl|HZI|MAG609_24	12435	15401	+	188	MAG609_01317	susC		
MAG609	PUL7	MAG609_01318	gnl|HZI|MAG609_24	15420	17081	+	19	MAG609_01318	susD		
MAG609	PUL7	MAG609_01319	gnl|HZI|MAG609_24	17094	18497	+	13	MAG609_01319			
MAG609	PUL7	MAG609_01320	gnl|HZI|MAG609_24	18554	19639	+	57	MAG609_01320		GH53	
MAG609	PUL7	MAG609_01321	gnl|HZI|MAG609_24	19676	22129	+	37	MAG609_01321		GH2	
MAG609	PUL7	MAG609_01322	gnl|HZI|MAG609_24	22286	25165	+	157	MAG609_01322			
MAG609	PUL7	MAG609_01323	gnl|HZI|MAG609_24	25232	25498	-	67	MAG609_01323			
MAG609	PUL7	MAG609_01324	gnl|HZI|MAG609_24	25714	28650	+	216	MAG609_01324	susC		
MAG609	PUL7	MAG609_01325	gnl|HZI|MAG609_24	28669	30195	+	19	MAG609_01325	susD		
MAG609	PUL8	MAG609_01335	gnl|HZI|MAG609_25	250	2022	-	-29945	MAG609_01335	susD		
MAG609	PUL8	MAG609_01336	gnl|HZI|MAG609_25	2071	5145	-	49	MAG609_01336	susC		
MAG609	PUL8	MAG609_01337	gnl|HZI|MAG609_25	5307	6776	-	162	MAG609_01337		GH32	
MAG609	PUL8	MAG609_01338	gnl|HZI|MAG609_25	6789	8954	-	13	MAG609_01338		GH32	
MAG609	PUL8	MAG609_01339	gnl|HZI|MAG609_25	9147	10649	-	193	MAG609_01339			
MAG609	PUL8	MAG609_01340	gnl|HZI|MAG609_25	10795	12693	-	146	MAG609_01340		GH32	
MAG609	PUL9	MAG609_01582	gnl|HZI|MAG609_32	3913	5535	-	-8780	MAG609_01582	susD		
MAG609	PUL9	MAG609_01583	gnl|HZI|MAG609_32	5558	8647	-	23	MAG609_01583	susC		
MAG609	PUL10	MAG609_00349	gnl|HZI|MAG609_4	44235	47498	+	35588	MAG609_00349	susC		
MAG609	PUL10	MAG609_00350	gnl|HZI|MAG609_4	47528	49084	+	30	MAG609_00350	susD		
MAG609	PUL10	MAG609_00351	gnl|HZI|MAG609_4	49157	50632	+	73	MAG609_00351			
MAG609	PUL10	MAG609_00352	gnl|HZI|MAG609_4	50710	52113	+	78	MAG609_00352			
MAG609	PUL10	MAG609_00353	gnl|HZI|MAG609_4	52129	53277	+	16	MAG609_00353		GH16	
MAG609	PUL11	MAG609_01822	gnl|HZI|MAG609_41	536	3736	+	-52741	MAG609_01822	susC		
MAG609	PUL11	MAG609_01823	gnl|HZI|MAG609_41	3764	5524	+	28	MAG609_01823	susD		
MAG609	PUL11	MAG609_01824	gnl|HZI|MAG609_41	5553	6794	+	29	MAG609_01824			
MAG609	PUL11	MAG609_01825	gnl|HZI|MAG609_41	6808	8301	+	14	MAG609_01825		GH26	
MAG609	PUL11	MAG609_01826	gnl|HZI|MAG609_41	8592	9881	+	291	MAG609_01826		CE7	
MAG609	PUL11	MAG609_01827	gnl|HZI|MAG609_41	9886	11046	+	5	MAG609_01827		GH26	
MAG609	PUL11	MAG609_01828	gnl|HZI|MAG609_41	11128	12300	+	82	MAG609_01828		GH130	
MAG609	PUL12	MAG609_01852	gnl|HZI|MAG609_42	12182	15325	-	-118	MAG609_01852		GH2	
MAG609	PUL12	MAG609_01853	gnl|HZI|MAG609_42	15335	17677	-	10	MAG609_01853		GH20	
MAG609	PUL12	MAG609_01854	gnl|HZI|MAG609_42	17702	19693	-	25	MAG609_01854			
MAG609	PUL12	MAG609_01855	gnl|HZI|MAG609_42	19749	20714	-	56	MAG609_01855			
MAG609	PUL12	MAG609_01856	gnl|HZI|MAG609_42	21138	22358	+	424	MAG609_01856			
MAG609	PUL12	MAG609_01857	gnl|HZI|MAG609_42	22395	23840	+	37	MAG609_01857		GH29	
MAG609	PUL12	MAG609_01858	gnl|HZI|MAG609_42	23893	26892	+	53	MAG609_01858	susC		
MAG609	PUL12	MAG609_01859	gnl|HZI|MAG609_42	26948	28810	+	56	MAG609_01859	susD		
MAG609	PUL13	MAG609_01985	gnl|HZI|MAG609_48	12448	15753	+	-16362	MAG609_01985	susC		
MAG609	PUL13	MAG609_01986	gnl|HZI|MAG609_48	15772	17349	+	19	MAG609_01986	susD		
MAG609	PUL14	MAG609_00419	gnl|HZI|MAG609_5	35568	39092	+	18219	MAG609_00419	susC		
MAG609	PUL14	MAG609_00420	gnl|HZI|MAG609_5	39105	40517	+	13	MAG609_00420	susD		
MAG609	PUL15	MAG609_02111	gnl|HZI|MAG609_55	5645	7963	-	-34872	MAG609_02111		GH3	
MAG609	PUL15	MAG609_02112	gnl|HZI|MAG609_55	8016	9032	-	53	MAG609_02112			
MAG609	PUL15	MAG609_02113	gnl|HZI|MAG609_55	9095	10873	-	63	MAG609_02113	susD		
MAG609	PUL15	MAG609_02114	gnl|HZI|MAG609_55	10932	14108	-	59	MAG609_02114	susC		
MAG609	PUL15	MAG609_02115	gnl|HZI|MAG609_55	14136	15356	-	28	MAG609_02115		GH5_4	
MAG609	PUL16	MAG609_02259	gnl|HZI|MAG609_65	401	2311	-	-14955	MAG609_02259		CE6;CE1	
MAG609	PUL16	MAG609_02260	gnl|HZI|MAG609_65	2399	2575	-	88	MAG609_02260			
MAG609	PUL16	MAG609_02261	gnl|HZI|MAG609_65	2669	5770	+	94	MAG609_02261	susC		
MAG609	PUL16	MAG609_02262	gnl|HZI|MAG609_65	5790	7583	+	20	MAG609_02262	susD		
MAG609	PUL16	MAG609_02263	gnl|HZI|MAG609_65	7702	9399	+	119	MAG609_02263		GH8	
MAG609	PUL16	MAG609_02264	gnl|HZI|MAG609_65	9413	10117	+	14	MAG609_02264			
MAG609	PUL16	MAG609_02265	gnl|HZI|MAG609_65	10138	11628	+	21	MAG609_02265		GH43_7	
MAG609	PUL16	MAG609_02266	gnl|HZI|MAG609_65	11679	14285	+	51	MAG609_02266		GH3	
MAG609	PUL17	MAG609_02292	gnl|HZI|MAG609_68	1991	3586	-	-12294	MAG609_02292	susD		
MAG609	PUL17	MAG609_02293	gnl|HZI|MAG609_68	3605	6748	-	19	MAG609_02293	susC		
MAG609	PUL18	MAG609_00513	gnl|HZI|MAG609_7	6208	7563	-	-540	MAG609_00513	susD		
MAG609	PUL18	MAG609_00514	gnl|HZI|MAG609_7	7869	10229	+	306	MAG609_00514	susC		
MAG609	PUL19	MAG609_02309	gnl|HZI|MAG609_70	1153	4392	+	-9076	MAG609_02309		CE8	
MAG609	PUL19	MAG609_02310	gnl|HZI|MAG609_70	4823	8062	+	431	MAG609_02310	susC		
MAG609	PUL19	MAG609_02311	gnl|HZI|MAG609_70	8113	9918	+	51	MAG609_02311	susD		
MAG609	PUL20	MAG609_02478	gnl|HZI|MAG609_88	801	3962	+	-9117	MAG609_02478	susC		
MAG609	PUL20	MAG609_02479	gnl|HZI|MAG609_88	4021	5580	+	59	MAG609_02479	susD		
MAG609	PUL21	MAG609_00635	gnl|HZI|MAG609_9	17268	20492	+	11688	MAG609_00635	susC		
MAG609	PUL21	MAG609_00636	gnl|HZI|MAG609_9	20506	22311	+	14	MAG609_00636	susD		
