genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG621	PUL11	MAG621_01728	gnl|HZI|MAG621_56	14997	16922	+	24	MAG621_01728		GH13	
MAG621	PUL12	MAG621_01884	gnl|HZI|MAG621_67	4079	6457	-	-12843	MAG621_01884		GH2	
MAG621	PUL12	MAG621_01885	gnl|HZI|MAG621_67	6483	7586	-	26	MAG621_01885		GH53	
MAG621	PUL12	MAG621_01886	gnl|HZI|MAG621_67	7664	8722	-	78	MAG621_01886		GH53	
MAG621	PUL12	MAG621_01887	gnl|HZI|MAG621_67	8739	10136	-	17	MAG621_01887			
MAG621	PUL12	MAG621_01888	gnl|HZI|MAG621_67	10368	11942	-	232	MAG621_01888	susD		
MAG621	PUL12	MAG621_01889	gnl|HZI|MAG621_67	11995	14967	-	53	MAG621_01889	susC		
MAG621	PUL13	MAG621_02147	gnl|HZI|MAG621_92	310	1926	-	-14657	MAG621_02147	susD		
MAG621	PUL13	MAG621_02148	gnl|HZI|MAG621_92	1966	5034	-	40	MAG621_02148	susC		
MAG621	PUL13	MAG621_02149	gnl|HZI|MAG621_92	5220	5480	+	186	MAG621_02149			
MAG621	PUL13	MAG621_02150	gnl|HZI|MAG621_92	5566	7470	-	86	MAG621_02150		GH29	
