genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG654	PUL6	MAG654_01506	gnl|HZI|MAG654_18	19469	21337	+	6	MAG654_01506			
MAG654	PUL6	MAG654_01507	gnl|HZI|MAG654_18	21354	22934	+	17	MAG654_01507			
MAG654	PUL6	MAG654_01508	gnl|HZI|MAG654_18	22958	26137	+	24	MAG654_01508	susC		
MAG654	PUL7	MAG654_01525	gnl|HZI|MAG654_18	45368	46357	-	19231	MAG654_01525		GT8	
MAG654	PUL7	MAG654_01526	gnl|HZI|MAG654_18	46528	47550	-	171	MAG654_01526		GT2_Glycos_transf_2	
MAG654	PUL7	MAG654_01527	gnl|HZI|MAG654_18	47732	48973	+	182	MAG654_01527			
MAG654	PUL7	MAG654_01528	gnl|HZI|MAG654_18	48988	49398	+	15	MAG654_01528			
MAG654	PUL7	MAG654_01529	gnl|HZI|MAG654_18	49547	50113	+	149	MAG654_01529			
MAG654	PUL7	MAG654_01530	gnl|HZI|MAG654_18	50335	51432	+	222	MAG654_01530			
MAG654	PUL7	MAG654_01531	gnl|HZI|MAG654_18	51461	55021	+	29	MAG654_01531	susC		
MAG654	PUL7	MAG654_01532	gnl|HZI|MAG654_18	55043	56563	+	22	MAG654_01532	susD		
MAG654	PUL8	MAG654_00287	gnl|HZI|MAG654_2	107029	109017	-	50466	MAG654_00287	susD		
MAG654	PUL8	MAG654_00288	gnl|HZI|MAG654_2	109034	112153	-	17	MAG654_00288	susC		
MAG654	PUL8	MAG654_00289	gnl|HZI|MAG654_2	112182	113561	-	29	MAG654_00289			
MAG654	PUL8	MAG654_00290	gnl|HZI|MAG654_2	113621	114997	-	60	MAG654_00290		CBM6	
MAG654	PUL9	MAG654_01663	gnl|HZI|MAG654_21	15217	16335	+	-99780	MAG654_01663		GH10	
MAG654	PUL9	MAG654_01664	gnl|HZI|MAG654_21	16384	17355	+	49	MAG654_01664		GH43_1	
MAG654	PUL9	MAG654_01665	gnl|HZI|MAG654_21	17369	19423	+	14	MAG654_01665		GH67	
MAG654	PUL9	MAG654_01666	gnl|HZI|MAG654_21	19672	22230	+	249	MAG654_01666			
MAG654	PUL9	MAG654_01667	gnl|HZI|MAG654_21	22260	25559	+	30	MAG654_01667	susC		
MAG654	PUL9	MAG654_01668	gnl|HZI|MAG654_21	25579	27294	+	20	MAG654_01668	susD		
MAG654	PUL9	MAG654_01669	gnl|HZI|MAG654_21	27300	29228	+	6	MAG654_01669			
MAG654	PUL9	MAG654_01670	gnl|HZI|MAG654_21	29266	30873	+	38	MAG654_01670			
MAG654	PUL9	MAG654_01671	gnl|HZI|MAG654_21	30878	34114	+	5	MAG654_01671	susC		
MAG654	PUL9	MAG654_01672	gnl|HZI|MAG654_21	34134	35825	+	20	MAG654_01672	susD		
MAG654	PUL10	MAG654_01715	gnl|HZI|MAG654_22	24493	27768	+	-11332	MAG654_01715	susC		
MAG654	PUL10	MAG654_01716	gnl|HZI|MAG654_22	27778	29265	+	10	MAG654_01716	susD		
MAG654	PUL10	MAG654_01717	gnl|HZI|MAG654_22	29268	30626	+	3	MAG654_01717			
MAG654	PUL10	MAG654_01718	gnl|HZI|MAG654_22	30707	31333	-	81	MAG654_01718			
MAG654	PUL10	MAG654_01719	gnl|HZI|MAG654_22	31406	32080	+	73	MAG654_01719			
MAG654	PUL10	MAG654_01720	gnl|HZI|MAG654_22	32082	32672	+	2	MAG654_01720			
MAG654	PUL10	MAG654_01721	gnl|HZI|MAG654_22	32704	34155	+	32	MAG654_01721		GH125	
MAG654	PUL11	MAG654_01873	gnl|HZI|MAG654_25	36517	38304	-	2362	MAG654_01873		GH20	
MAG654	PUL11	MAG654_01874	gnl|HZI|MAG654_25	38395	40074	-	91	MAG654_01874			
MAG654	PUL11	MAG654_01875	gnl|HZI|MAG654_25	40186	41535	-	112	MAG654_01875	susD		
MAG654	PUL11	MAG654_01876	gnl|HZI|MAG654_25	41552	44809	-	17	MAG654_01876	susC		
MAG654	PUL12	MAG654_00405	gnl|HZI|MAG654_3	112828	114327	-	68019	MAG654_00405	susD		
MAG654	PUL12	MAG654_00406	gnl|HZI|MAG654_3	114341	117475	-	14	MAG654_00406	susC		
MAG654	PUL13	MAG654_02254	gnl|HZI|MAG654_35	17734	19500	-	-99741	MAG654_02254	susD		
MAG654	PUL13	MAG654_02255	gnl|HZI|MAG654_35	19520	22774	-	20	MAG654_02255	susC		
MAG654	PUL13	MAG654_02256	gnl|HZI|MAG654_35	22784	24430	-	10	MAG654_02256			
MAG654	PUL13	MAG654_02257	gnl|HZI|MAG654_35	24450	26474	-	20	MAG654_02257			
MAG654	PUL13	MAG654_02258	gnl|HZI|MAG654_35	26499	28208	-	25	MAG654_02258	susD		
MAG654	PUL13	MAG654_02259	gnl|HZI|MAG654_35	28233	31550	-	25	MAG654_02259	susC		
MAG654	PUL13	MAG654_02260	gnl|HZI|MAG654_35	31599	34148	-	49	MAG654_02260			
MAG654	PUL13	MAG654_02261	gnl|HZI|MAG654_35	34248	35777	-	100	MAG654_02261		GH43_29;CBM6	
MAG654	PUL13	MAG654_02262	gnl|HZI|MAG654_35	35825	36046	-	48	MAG654_02262			
MAG654	PUL13	MAG654_02263	gnl|HZI|MAG654_35	36114	37778	+	68	MAG654_02263		GH43_12	
MAG654	PUL14	MAG654_00666	gnl|HZI|MAG654_6	89182	92472	+	51404	MAG654_00666	susC		
MAG654	PUL14	MAG654_00667	gnl|HZI|MAG654_6	92486	94102	+	14	MAG654_00667	susD		
MAG654	PUL14	MAG654_00668	gnl|HZI|MAG654_6	94121	95752	+	19	MAG654_00668			
MAG654	PUL14	MAG654_00669	gnl|HZI|MAG654_6	95757	98855	+	5	MAG654_00669	susC		
MAG654	PUL14	MAG654_00670	gnl|HZI|MAG654_6	98861	100579	+	6	MAG654_00670			
MAG654	PUL14	MAG654_00671	gnl|HZI|MAG654_6	101026	104157	+	447	MAG654_00671		GH29	
MAG654	PUL14	MAG654_00672	gnl|HZI|MAG654_6	104204	108058	+	47	MAG654_00672			
MAG654	PUL14	MAG654_00673	gnl|HZI|MAG654_6	108257	108610	-	199	MAG654_00673			
MAG654	PUL14	MAG654_00674	gnl|HZI|MAG654_6	108740	108865	+	130	MAG654_00674			
MAG654	PUL14	MAG654_00675	gnl|HZI|MAG654_6	108977	112843	+	112	MAG654_00675			
MAG654	PUL14	MAG654_00676	gnl|HZI|MAG654_6	112920	114848	-	77	MAG654_00676		GH97	
MAG654	PUL15	MAG654_00847	gnl|HZI|MAG654_8	94872	98189	+	-19976	MAG654_00847	susC		
MAG654	PUL15	MAG654_00848	gnl|HZI|MAG654_8	98209	99771	+	20	MAG654_00848	susD		
MAG654	PUL15	MAG654_00849	gnl|HZI|MAG654_8	99777	101648	+	6	MAG654_00849			
MAG654	PUL15	MAG654_00850	gnl|HZI|MAG654_8	101673	103244	+	25	MAG654_00850			
MAG654	PUL15	MAG654_00851	gnl|HZI|MAG654_8	103273	106461	+	29	MAG654_00851	susC		
