genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG613	PUL10	MAG613_01613	gnl|HZI|MAG613_30	26874	27728	-	-3	MAG613_01613			
MAG613	PUL10	MAG613_01614	gnl|HZI|MAG613_30	27879	29345	-	151	MAG613_01614	susD		
MAG613	PUL10	MAG613_01615	gnl|HZI|MAG613_30	29376	32396	-	31	MAG613_01615	susC		
MAG613	PUL11	MAG613_01912	gnl|HZI|MAG613_42	10225	11823	-	-22171	MAG613_01912		GH32	
MAG613	PUL11	MAG613_01913	gnl|HZI|MAG613_42	11845	13206	-	22	MAG613_01913			
MAG613	PUL11	MAG613_01914	gnl|HZI|MAG613_42	13232	14956	-	26	MAG613_01914	susD		
MAG613	PUL11	MAG613_01915	gnl|HZI|MAG613_42	14971	18081	-	15	MAG613_01915	susC		
MAG613	PUL11	MAG613_01916	gnl|HZI|MAG613_42	18307	19668	-	226	MAG613_01916			
MAG613	PUL11	MAG613_01917	gnl|HZI|MAG613_42	19951	22122	-	283	MAG613_01917			
MAG613	PUL11	MAG613_01918	gnl|HZI|MAG613_42	22322	23212	-	200	MAG613_01918			
MAG613	PUL11	MAG613_01919	gnl|HZI|MAG613_42	23253	24410	-	41	MAG613_01919			
MAG613	PUL11	MAG613_01920	gnl|HZI|MAG613_42	24449	26176	-	39	MAG613_01920		GH32	
MAG613	PUL12	MAG613_02000	gnl|HZI|MAG613_46	346	3402	+	-25830	MAG613_02000	susC		
MAG613	PUL12	MAG613_02001	gnl|HZI|MAG613_46	3415	4923	+	13	MAG613_02001	susD		
MAG613	PUL13	MAG613_02012	gnl|HZI|MAG613_46	18819	22067	+	13896	MAG613_02012	susC		
MAG613	PUL13	MAG613_02013	gnl|HZI|MAG613_46	22094	24088	+	27	MAG613_02013	susD		
MAG613	PUL14	MAG613_00407	gnl|HZI|MAG613_5	64083	67274	+	39995	MAG613_00407	susC		
MAG613	PUL14	MAG613_00408	gnl|HZI|MAG613_5	67295	68818	+	21	MAG613_00408	susD		
MAG613	PUL14	MAG613_00409	gnl|HZI|MAG613_5	68908	71721	+	90	MAG613_00409		GH106	
MAG613	PUL14	MAG613_00410	gnl|HZI|MAG613_5	71712	71867	-	-9	MAG613_00410			
MAG613	PUL14	MAG613_00411	gnl|HZI|MAG613_5	71901	76130	+	34	MAG613_00411			
MAG613	PUL14	MAG613_00412	gnl|HZI|MAG613_5	76127	76720	-	-3	MAG613_00412			
MAG613	PUL14	MAG613_00413	gnl|HZI|MAG613_5	76749	79061	-	29	MAG613_00413	susC		
MAG613	PUL14	MAG613_00414	gnl|HZI|MAG613_5	79297	79443	+	236	MAG613_00414			
MAG613	PUL14	MAG613_00415	gnl|HZI|MAG613_5	79456	82155	+	13	MAG613_00415	susC		
MAG613	PUL14	MAG613_00416	gnl|HZI|MAG613_5	82171	83868	+	16	MAG613_00416	susD		
MAG613	PUL15	MAG613_02156	gnl|HZI|MAG613_54	16	2985	+	-83852	MAG613_02156	susC		
MAG613	PUL15	MAG613_02157	gnl|HZI|MAG613_54	3009	4703	+	24	MAG613_02157	susD		
MAG613	PUL16	MAG613_00456	gnl|HZI|MAG613_6	47921	49468	-	43218	MAG613_00456		GH30	
MAG613	PUL16	MAG613_00457	gnl|HZI|MAG613_6	49706	51232	-	238	MAG613_00457	susD		
MAG613	PUL16	MAG613_00458	gnl|HZI|MAG613_6	51247	54225	-	15	MAG613_00458	susC		
MAG613	PUL17	MAG613_02292	gnl|HZI|MAG613_63	533	2701	-	-53692	MAG613_02292	susD		
MAG613	PUL17	MAG613_02293	gnl|HZI|MAG613_63	2724	5954	-	23	MAG613_02293	susC		
MAG613	PUL17	MAG613_02294	gnl|HZI|MAG613_63	6131	8233	-	177	MAG613_02294		PL10;CE8	
MAG613	PUL18	MAG613_00480	gnl|HZI|MAG613_7	16	2775	+	-8217	MAG613_00480	susC		
MAG613	PUL18	MAG613_00481	gnl|HZI|MAG613_7	2798	4318	+	23	MAG613_00481	susD		
