genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG617	PUL4	MAG617_00797	gnl|HZI|MAG617_14	24544	27555	+	315	MAG617_00797	susC		
MAG617	PUL4	MAG617_00798	gnl|HZI|MAG617_14	27611	29365	+	56	MAG617_00798	susD		
MAG617	PUL5	MAG617_00936	gnl|HZI|MAG617_17	39374	42496	+	10009	MAG617_00936	susC		
MAG617	PUL5	MAG617_00937	gnl|HZI|MAG617_17	42561	44198	+	65	MAG617_00937	susD		
MAG617	PUL5	MAG617_00938	gnl|HZI|MAG617_17	44403	45278	+	205	MAG617_00938			
MAG617	PUL5	MAG617_00939	gnl|HZI|MAG617_17	45627	47126	+	349	MAG617_00939		GH128	
MAG617	PUL5	MAG617_00940	gnl|HZI|MAG617_17	47229	50306	+	103	MAG617_00940		GH16	
MAG617	PUL6	MAG617_01348	gnl|HZI|MAG617_29	22709	24049	-	-27597	MAG617_01348	susD		
MAG617	PUL6	MAG617_01349	gnl|HZI|MAG617_29	24176	25372	-	127	MAG617_01349	susC		
MAG617	PUL6	MAG617_01350	gnl|HZI|MAG617_29	25379	26428	-	7	MAG617_01350	susC		
MAG617	PUL7	MAG617_00253	gnl|HZI|MAG617_3	75468	77084	-	49040	MAG617_00253	susD		
MAG617	PUL7	MAG617_00254	gnl|HZI|MAG617_3	77130	79847	-	46	MAG617_00254	susC		
MAG617	PUL7	MAG617_00255	gnl|HZI|MAG617_3	80103	81221	+	256	MAG617_00255		GT28	
MAG617	PUL8	MAG617_01395	gnl|HZI|MAG617_31	3795	4982	-	-77426	MAG617_01395		GH26	
MAG617	PUL8	MAG617_01396	gnl|HZI|MAG617_31	4996	6444	-	14	MAG617_01396			
MAG617	PUL8	MAG617_01397	gnl|HZI|MAG617_31	6456	7415	-	12	MAG617_01397			
MAG617	PUL8	MAG617_01398	gnl|HZI|MAG617_31	7442	8947	-	27	MAG617_01398	susD		
MAG617	PUL8	MAG617_01399	gnl|HZI|MAG617_31	8961	12059	-	14	MAG617_01399	susC		
MAG617	PUL8	MAG617_01400	gnl|HZI|MAG617_31	12243	13289	-	184	MAG617_01400		GH130	
MAG617	PUL9	MAG617_01505	gnl|HZI|MAG617_35	127	3405	+	-13162	MAG617_01505	susC		
MAG617	PUL9	MAG617_01506	gnl|HZI|MAG617_35	3465	5054	+	60	MAG617_01506	susD		
MAG617	PUL10	MAG617_01665	gnl|HZI|MAG617_40	6440	7828	-	1386	MAG617_01665	susD		
MAG617	PUL10	MAG617_01666	gnl|HZI|MAG617_40	7866	11129	-	38	MAG617_01666	susC		
MAG617	PUL11	MAG617_01684	gnl|HZI|MAG617_41	4681	6738	-	-6448	MAG617_01684	susD		
MAG617	PUL11	MAG617_01685	gnl|HZI|MAG617_41	6803	9940	-	65	MAG617_01685	susC		
MAG617	PUL11	MAG617_01686	gnl|HZI|MAG617_41	9964	11427	-	24	MAG617_01686		GH76	
MAG617	PUL11	MAG617_01687	gnl|HZI|MAG617_41	11623	13452	-	196	MAG617_01687	susC		
MAG617	PUL12	MAG617_01791	gnl|HZI|MAG617_46	5776	7188	+	-7676	MAG617_01791	susC		
MAG617	PUL12	MAG617_01792	gnl|HZI|MAG617_46	7152	8840	+	-36	MAG617_01792	susC		
MAG617	PUL12	MAG617_01793	gnl|HZI|MAG617_46	8856	10736	+	16	MAG617_01793	susD		
MAG617	PUL13	MAG617_01955	gnl|HZI|MAG617_54	600	3683	+	-10136	MAG617_01955	susC		
MAG617	PUL13	MAG617_01956	gnl|HZI|MAG617_54	3768	5342	+	85	MAG617_01956	susD		
MAG617	PUL13	MAG617_01957	gnl|HZI|MAG617_54	5529	7961	+	187	MAG617_01957		GH3	
MAG617	PUL14	MAG617_00373	gnl|HZI|MAG617_6	3438	5522	-	-4523	MAG617_00373	susD		
MAG617	PUL14	MAG617_00374	gnl|HZI|MAG617_6	5553	8741	-	31	MAG617_00374	susC		
MAG617	PUL14	MAG617_00375	gnl|HZI|MAG617_6	9152	12844	-	411	MAG617_00375			
MAG617	PUL14	MAG617_00376	gnl|HZI|MAG617_6	13344	14264	-	500	MAG617_00376			
MAG617	PUL14	MAG617_00377	gnl|HZI|MAG617_6	14566	16830	-	302	MAG617_00377		GH92	
MAG617	PUL15	MAG617_00380	gnl|HZI|MAG617_6	19043	22132	+	2213	MAG617_00380	susC		
MAG617	PUL15	MAG617_00381	gnl|HZI|MAG617_6	22301	24271	+	169	MAG617_00381	susD		
MAG617	PUL15	MAG617_00382	gnl|HZI|MAG617_6	24328	25305	+	57	MAG617_00382			
MAG617	PUL15	MAG617_00383	gnl|HZI|MAG617_6	25500	27209	-	195	MAG617_00383	susD		
MAG617	PUL15	MAG617_00384	gnl|HZI|MAG617_6	27223	30588	-	14	MAG617_00384	susC		
MAG617	PUL16	MAG617_02163	gnl|HZI|MAG617_75	440	2125	-	-30148	MAG617_02163	susD		
MAG617	PUL16	MAG617_02164	gnl|HZI|MAG617_75	2197	5421	-	72	MAG617_02164	susC		
