genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG622	PUL11	MAG622_00475	gnl|HZI|MAG622_8	26325	28877	-	14233	MAG622_00475		GH105	
MAG622	PUL11	MAG622_00476	gnl|HZI|MAG622_8	29002	30618	-	125	MAG622_00476	susD		
MAG622	PUL11	MAG622_00477	gnl|HZI|MAG622_8	30640	33879	-	22	MAG622_00477	susC		
MAG622	PUL11	MAG622_00478	gnl|HZI|MAG622_8	33990	35009	-	111	MAG622_00478			
MAG622	PUL11	MAG622_00479	gnl|HZI|MAG622_8	35163	35711	+	154	MAG622_00479			
MAG622	PUL11	MAG622_00480	gnl|HZI|MAG622_8	35781	37991	-	70	MAG622_00480		GH3	
MAG622	PUL11	MAG622_00481	gnl|HZI|MAG622_8	38098	38868	-	107	MAG622_00481			
MAG622	PUL11	MAG622_00482	gnl|HZI|MAG622_8	38880	41576	-	12	MAG622_00482		GH2	
MAG622	PUL11	MAG622_00483	gnl|HZI|MAG622_8	41597	43375	-	21	MAG622_00483		GH2	
MAG622	PUL11	MAG622_00484	gnl|HZI|MAG622_8	43433	45427	-	58	MAG622_00484		GH97	
MAG622	PUL11	MAG622_00485	gnl|HZI|MAG622_8	45442	46734	-	15	MAG622_00485		CE7	
MAG622	PUL11	MAG622_00486	gnl|HZI|MAG622_8	46748	48811	-	14	MAG622_00486			
MAG622	PUL11	MAG622_00487	gnl|HZI|MAG622_8	48859	50739	-	48	MAG622_00487			
MAG622	PUL11	MAG622_00488	gnl|HZI|MAG622_8	50876	52606	-	137	MAG622_00488	susD		
MAG622	PUL11	MAG622_00489	gnl|HZI|MAG622_8	52621	55944	-	15	MAG622_00489	susC		
