genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
PINT	PUL7	PINT_01466	gnl|HZI|PINT_4	72375	72488	+	444	PINT_01466			
PINT	PUL7	PINT_01467	gnl|HZI|PINT_4	72468	73595	-	-20	PINT_01467			
PINT	PUL7	PINT_01468	gnl|HZI|PINT_4	73677	74777	-	82	PINT_01468		GT4	
PINT	PUL8	PINT_01542	gnl|HZI|PINT_4	175393	178719	+	100616	PINT_01542	susC		
PINT	PUL8	PINT_01543	gnl|HZI|PINT_4	178746	180839	+	27	PINT_01543	susD		
PINT	PUL8	PINT_01544	gnl|HZI|PINT_4	180898	183732	+	59	PINT_01544	susC		
PINT	PUL8	PINT_01545	gnl|HZI|PINT_4	183755	185473	+	23	PINT_01545	susD		
PINT	PUL9	PINT_01684	gnl|HZI|PINT_4	347323	349251	-	161850	PINT_01684	susD		
PINT	PUL9	PINT_01685	gnl|HZI|PINT_4	349303	352461	-	52	PINT_01685	susC		
PINT	PUL9	PINT_01686	gnl|HZI|PINT_4	352837	354438	-	376	PINT_01686			
PINT	PUL9	PINT_01687	gnl|HZI|PINT_4	354666	355325	+	228	PINT_01687			
PINT	PUL9	PINT_01688	gnl|HZI|PINT_4	355558	356958	-	233	PINT_01688			
PINT	PUL9	PINT_01689	gnl|HZI|PINT_4	357274	358632	-	316	PINT_01689		GH28	
PINT	PUL10	PINT_01766	gnl|HZI|PINT_5	52557	54842	-	-306075	PINT_01766	susD		
PINT	PUL10	PINT_01767	gnl|HZI|PINT_5	54856	58200	-	14	PINT_01767	susC		
PINT	PUL10	PINT_01768	gnl|HZI|PINT_5	58253	59683	-	53	PINT_01768			
PINT	PUL10	PINT_01769	gnl|HZI|PINT_5	59777	60655	-	94	PINT_01769			
PINT	PUL10	PINT_01770	gnl|HZI|PINT_5	60839	61807	-	184	PINT_01770		PL1_2	
PINT	PUL10	PINT_01771	gnl|HZI|PINT_5	61815	62486	-	8	PINT_01771		PL1_2	
PINT	PUL10	PINT_01772	gnl|HZI|PINT_5	62748	62873	-	262	PINT_01772			
PINT	PUL10	PINT_01773	gnl|HZI|PINT_5	63363	63458	+	490	PINT_01773			
PINT	PUL10	PINT_01774	gnl|HZI|PINT_5	63547	64515	+	89	PINT_01774		PL1_2	
PINT	PUL10	PINT_01775	gnl|HZI|PINT_5	64699	65577	+	184	PINT_01775			
PINT	PUL10	PINT_01776	gnl|HZI|PINT_5	65792	67288	+	215	PINT_01776			
PINT	PUL10	PINT_01777	gnl|HZI|PINT_5	67314	70634	+	26	PINT_01777	susC		
PINT	PUL10	PINT_01778	gnl|HZI|PINT_5	70673	72877	+	39	PINT_01778	susD		
PINT	PUL11	PINT_01806	gnl|HZI|PINT_5	106573	108501	-	33696	PINT_01806		GH67	
PINT	PUL11	PINT_01807	gnl|HZI|PINT_5	108688	109884	+	187	PINT_01807			
PINT	PUL11	PINT_01808	gnl|HZI|PINT_5	109975	111381	+	91	PINT_01808			
PINT	PUL11	PINT_01809	gnl|HZI|PINT_5	111378	112505	+	-3	PINT_01809		GH10	
PINT	PUL11	PINT_01810	gnl|HZI|PINT_5	112619	113590	+	114	PINT_01810		GH43_1	
PINT	PUL11	PINT_01811	gnl|HZI|PINT_5	113887	115956	-	297	PINT_01811		GH43_35	
PINT	PUL11	PINT_01812	gnl|HZI|PINT_5	116151	117068	-	195	PINT_01812			
PINT	PUL11	PINT_01813	gnl|HZI|PINT_5	117118	118383	-	50	PINT_01813		GH5_21	
PINT	PUL11	PINT_01814	gnl|HZI|PINT_5	118518	120668	-	135	PINT_01814		GH10	
PINT	PUL11	PINT_01815	gnl|HZI|PINT_5	120685	121716	-	17	PINT_01815			
PINT	PUL11	PINT_01816	gnl|HZI|PINT_5	121762	123564	-	46	PINT_01816	susD		
PINT	PUL11	PINT_01817	gnl|HZI|PINT_5	123606	126509	-	42	PINT_01817	susC		
PINT	PUL11	PINT_01818	gnl|HZI|PINT_5	126588	128537	-	79	PINT_01818	susD		
PINT	PUL11	PINT_01819	gnl|HZI|PINT_5	128570	131746	-	33	PINT_01819	susC		
PINT	PUL12	PINT_01927	gnl|HZI|PINT_5	281303	283396	-	149557	PINT_01927	susD		
PINT	PUL12	PINT_01928	gnl|HZI|PINT_5	283412	286732	-	16	PINT_01928	susC		
PINT	PUL12	PINT_01929	gnl|HZI|PINT_5	286813	287127	+	81	PINT_01929			
PINT	PUL12	PINT_01930	gnl|HZI|PINT_5	287405	290779	+	278	PINT_01930	susC		
PINT	PUL12	PINT_01931	gnl|HZI|PINT_5	290801	292615	+	22	PINT_01931	susD		
PINT	PUL12	PINT_01932	gnl|HZI|PINT_5	292641	293126	+	26	PINT_01932			
PINT	PUL12	PINT_01933	gnl|HZI|PINT_5	293238	294179	+	112	PINT_01933			
PINT	PUL12	PINT_01934	gnl|HZI|PINT_5	294281	294472	+	102	PINT_01934			
PINT	PUL12	PINT_01935	gnl|HZI|PINT_5	294628	297867	+	156	PINT_01935	susC		
PINT	PUL12	PINT_01936	gnl|HZI|PINT_5	297892	299922	+	25	PINT_01936	susD		
PINT	PUL13	PINT_02084	gnl|HZI|PINT_6	131252	132823	-	-168670	PINT_02084	susD		
PINT	PUL13	PINT_02085	gnl|HZI|PINT_6	132835	136152	-	12	PINT_02085	susC		
PINT	PUL14	PINT_02086	gnl|HZI|PINT_6	136825	138486	-	673	PINT_02086	susD		
PINT	PUL14	PINT_02087	gnl|HZI|PINT_6	138518	141715	-	32	PINT_02087	susC		
PINT	PUL14	PINT_02088	gnl|HZI|PINT_6	141910	142029	+	195	PINT_02088			
PINT	PUL14	PINT_02089	gnl|HZI|PINT_6	142016	142978	+	-13	PINT_02089			
PINT	PUL14	PINT_02090	gnl|HZI|PINT_6	143319	143537	-	341	PINT_02090			
PINT	PUL14	PINT_02091	gnl|HZI|PINT_6	143569	146784	+	32	PINT_02091	susC		
PINT	PUL14	PINT_02092	gnl|HZI|PINT_6	146815	148413	+	31	PINT_02092	susD		
PINT	PUL15	PINT_02107	gnl|HZI|PINT_6	163785	166013	+	15372	PINT_02107	susC		
PINT	PUL15	PINT_02108	gnl|HZI|PINT_6	166032	168266	+	19	PINT_02108		GH36	
PINT	PUL15	PINT_02109	gnl|HZI|PINT_6	168383	170215	-	117	PINT_02109	susD		
PINT	PUL15	PINT_02110	gnl|HZI|PINT_6	170228	173278	-	13	PINT_02110	susC		
PINT	PUL15	PINT_02111	gnl|HZI|PINT_6	173776	173961	+	498	PINT_02111			
PINT	PUL15	PINT_02113	gnl|HZI|PINT_6	174337	176703	+	376	PINT_02113	susC		
PINT	PUL15	PINT_02114	gnl|HZI|PINT_6	176817	179147	-	114	PINT_02114		PL1	
PINT	PUL16	PINT_02498	gnl|HZI|PINT_9	58605	61730	+	-120542	PINT_02498	susC		
PINT	PUL16	PINT_02499	gnl|HZI|PINT_9	61777	63465	+	47	PINT_02499	susD		
PINT	PUL16	PINT_02500	gnl|HZI|PINT_9	63492	65423	+	27	PINT_02500			
PINT	PUL16	PINT_02501	gnl|HZI|PINT_9	65440	68049	+	17	PINT_02501			
PINT	PUL16	PINT_02502	gnl|HZI|PINT_9	68086	69576	+	37	PINT_02502		GH5_4	
